url,abstract,short_abstract,t5_sum
Spiegeldikkopje,"Het spiegeldikkopje (Heteropterus morpheus) is een vlinder uit de familie Hesperiidae, de dikkopjes.","Het spiegeldikkopje (Heteropterus morpheus) is een vlinder uit de familie Hesperiidae, de dikkopjes.","het spiegeldikkopje (heteropterus morpheus) is een vlinder uit de familie Hesperiidae, de dikkopjes."
Misdaad,"De term misdaad staat in het algemeen voor het breken van de wet, wat kan leiden tot veroordeling door een rechter met rechterlijke macht. De term kan ruim worden gedefinieerd als een strafbaar feit of een misdrijf. Strafrechtelijk gezien kan de definitie echter verschillen van land tot land. Het begrip is nauw verwant met misdrijf. Degene die zich schuldig maakt aan een misdrijf wordt een misdadiger of crimineel genoemd. Misdrijven worden gezien als een vorm van criminaliteit.","Misdaad is het breken van de wet, dat kan leiden tot veroordeling door een rechter. In België gebruikt men daarvoor het woord misdrijf. De term kan ruim worden gedefinieerd als een strafbaar feit of delict. Het begrip heeft een verschillende juridische betekenis per land. In Nederland wordt de term sinds 1886 niet meer in juridische zin gebruikt. In België is misdaad wel een strafrechtelijk begrip, dat staat voor de ergste misdrijven, terwijl 'wanbedrijf' en 'overtreding' de twee lichtere categorieën zijn. Misdaad wordt ook gebruikt als synoniem voor criminaliteit. Degene die zich schuldig maakt aan een misdaad wordt een misdadiger of crimineel genoemd.","de term misdaad staat in het algemeen voor het breken van de wet, wat kan leiden tot veroordeling door een rechter met rechterlijke macht. de term kan ruim worden gedefinieerd als een strafbaar feit of een misdrijf."
Cape_Cod,"Cape Cod is een schiereiland aan de kust van Massachusetts. Eigenlijk is het nu een eiland omdat een kanaal het scheidt van het vasteland. Over het kanaal zijn twee bruggen voor het wegvervoer en één brug voor het spoorvervoer. Cape Cod betekent zoiets als 'kaap van de kabeljauw'. Het schiereiland kreeg deze naam al van de Europeanen in de vroege 17e eeuw toen er nog geen sprake van kolonisatie was. Er waren toen behalve bij Newfoundland ook al enorm rijke visgronden van kabeljauw bekend in de buurt van Cape Cod. Ieder jaar kwamen er grote vissersvloten uit Europa om hier te vissen. Later bleven sommige vissers het hele jaar aanwezig en vestigden zich ook op Cape Cod. Tegenwoordig is er nog steeds commerciële visserij maar die heeft het moeilijk omdat door overbevissing nog maar weinig kabeljauw is overgebleven op de eens zo rijke visgronden. Door zeebiologen wordt zelfs gevreesd dat de kabeljauw zich niet meer kan herstellen. Het meeste wordt nu verdiend aan het toerisme; o.a. door de uitgestrekte zandstranden die 's zomers veel vakantiegangers trekken van het naburige New York en Boston. Bekende producten van Cape Cod zijn veenbessen, oesters en kreeften.","Cape Cod is een schiereiland aan de kust van Massachusetts. Eigenlijk is het nu een eiland omdat een kanaal het scheidt van het vasteland. Over het kanaal liggen twee bruggen voor het wegvervoer en een brug voor het spoorvervoer. Toerisme is nu de belangrijkste inkomstenbron, o.a. door de uitgestrekte zandstranden die 's zomers veel vakantiegangers trekken uit het naburige New York en Boston. Bekende producten van Cape Cod zijn veenbessen, oesters en kreeften. \n* Satellietfoto \n* Provincetown \n* Newcomb Beach",Cape Cod betekent zoiets als 'kaap van de kabeljauw'. Er waren toen behalve bij Newfoundland ook al enorm rijke visgronden van kabeljauw bekend in de buurt van Cape Cod.
Kanovaren_op_de_Olympische_Zomerspelen_2004,Kanovaren is een van de sporten die beoefend werden tijdens de Olympische Zomerspelen 2004 in Athene.,Kanovaren is een van de sporten die beoefend werden tijdens de Olympische Zomerspelen 2004 in Athene.,kanovaren is een van de sporten die beoefend worden tijdens de Olympische Zomerspelen 2004 in athene.
Frans_Boermans,"Frans Boermans (Venlo, 8 juni 1917 – 11 maart 1999) was een Nederlandse liedjesschrijver uit Venlo. Hij schreef vooral vele carnavalskrakers. De bijna 500 teksten van Frans Boermans zijn bewaard in het Gemeentearchief van Venlo.In het jaar 2000 schreef Adri Gorissen, op verzoek van Veldeke kring Venlo, het boek "" 't Theater van 't laeve "" over het leven en werken van Frans Boermans.","Franciscus Mattheus Carolus (Frans) Boermans (Venlo, 8 juni 1917 – aldaar, 11 maart 1999) was een Nederlandse liedjesschrijver uit Venlo. Hij schreef vooral vele carnavalskrakers. De bijna 500 teksten van Frans Boermans zijn bewaard in het Gemeentearchief van Venlo.In het jaar 2000 schreef Adri Gorissen, op verzoek van Veldeke kring Venlo, het boek \"" 't Theater van 't laeve \"" over het leven en werken van Frans Boermans.","Frans Boermans (Venlo, 8 juni 1917 – 11 maart 1999) was een Nederlandse liedjesschrijver uit Venlo. de bijna 500 teksten van Frans Boermans zijn bewaard in het Gemeentearchief van Venlo."
Havana,Havana of Havanna (Spaans: San Cristóbal de La Habana) is de hoofdstad van Cuba en met 2.135.498 inwoners (volkstelling 2010) verreweg de grootste stad op Cuba. De stad ligt in de provincie Ciudad de La Habana.,"Havana (in het Nederlands ook wel Havanna, in het Spaans La Habana) is de hoofdstad van Cuba en met 2.132.394 inwoners (2018) ook verreweg de grootste stad. De stad speelde een belangrijke rol in de Spaanse kolonisatie van Latijns-Amerika en kende een culturele bloei in de 19e eeuw waardoor het De parel van de Cariben werd genoemd. De stad ligt in het noordwesten van het gelijknamige eiland en is tevens een Cubaanse provincie (la provincia de La Habana).",Havana of Havanna is de hoofdstad van Cuba en met 2.135.498 inwoners (volkstelling 2010) verreweg de grootste stad op Cuba. De stad ligt in de provincie Ciudad de La Habana.
Audioslave,"Audioslave was een Amerikaanse hardrock- supergroep die in 2001 werd opgericht in Los Angeles. De band bestond uit Soundgarden- frontman Chris Cornell en de instrumentalisten van Rage Against the Machine: gitarist Tom Morello, bassist Tim Commerford en drummer Brad Wilk. Critici zagen de band aanvankelijk als een samensmelting van Rage Against the Machine en Soundgarden,  maar met hun tweede album Out of Exile stelde de band haar eigen identiteit vast. De sound van de band werd getypeerd door een mengeling van jaren zeventig-hardrock en alternatieve rock van de jaren negentig. Daarbij vulde Tom Morello deze mix aan met zijn bekende, onorthodoxe gitaarsolo's. Evenals bij Rage Against the Machine gingen de bandleden er prat op dat alle geluiden op hun albums enkel geproduceerd werden door gitaar, drums, bas of zang.Nadat Audioslave drie albums uitbracht, drie Grammy-nominaties ontving en de eerste Amerikaanse rockband werd die optrad op Cuba, kwam er in februari 2007 een einde aan de band toen Chris Cornell besloot uit de band te stappen.","Audioslave was een Amerikaanse hardrock-supergroep die in 2001 werd opgericht in Los Angeles. De band bestond uit Soundgarden-frontman Chris Cornell en de instrumentalisten van Rage Against the Machine: gitarist Tom Morello, bassist Tim Commerford en drummer Brad Wilk. Critici zagen de band aanvankelijk als een samensmelting van Rage Against the Machine en Soundgarden, maar met hun tweede album Out of Exile stelde de band haar eigen identiteit vast.","Audioslave was een amerikaanse hardrock- supergroep die in 2001 werd opgericht in los angeles. de band bestond uit Soundgarden- frontman Chris Cornell en de instrumentalisten van Rage Against the Machine: gitarist Tom Morello, bassist Tim Commerford en drummer Brad Wilk."
Bart_Somers,"Bartolomeus Jozef Lodewijk Rosalia (Bart) Somers (Mechelen, 12 mei 1964) is een Belgisch Open Vld-politicus en sinds 2001 burgemeester van Mechelen.","Bartolomeus Jozef Lodewijk Rosalia (Bart) Somers (Mechelen, 12 mei 1964) is een Belgisch Open Vld-politicus en sinds 2001 burgemeester van Mechelen.","bartolomeus jozef lodewijk rosalia (bart) somers (Mechelen, 12 mei 1964) is een Belgisch Open vld-politicus en sinds 2001 burgemeester van mechelen."
Chuck_Jones,"Charles Martin ""Chuck"" Jones ( Spokane ( Washington), 21 september 1912 – Corona del Mar ( Californië), 22 februari 2002) is beroemd als tekenfilmregisseur voor de Looney Tunestekenfilms. Veel van zijn animatiekortfilms rond Bugs Bunny, Daffy Duck en Porky Pig zijn klassiek geworden. Maar ook de filmpjes die hij rond zijn eigen personages draaide, zoals Wile E. Coyote, Henery Hawk, Pepe Le Pew, Marvin the Martian en Road Runner zijn nog steeds waanzinnig populair. Jones werkte onder anderen met Tex Avery voor de Warner Brothers Studio. Hij maakte meer dan 300 tekenfilms, en won 3 Oscars voor zijn werk als regisseur voor de Looney Tunes- en Merrie Melodies-tekenfilms, waar hij tientallen tekenfilms rond Bugs Bunny, Daffy Duck en Porky Pig maakte, waarvan vele klassiekers zijn geworden, zoals Duck Dodgers in the 24½th Century (1952), Duck Amuck (1953), One Froggy Evening (1955) and What's Opera, Doc? (1957). Zijn werk wordt geprezen vanwege de subtiele gezichtsexpressies, gevoel voor timing en slapstick en zijn zin voor experiment. Hij werd in 1964 ontslagen bij het toenmalige ""Warner Bros Cartoons"" vanwege een schending van het exclusiviteitscontract dat hij met dat bedrijf had. Jones had in 1962 namelijk geholpen bij de productie van de animatiefilm Gay Purr-ee van het bedrijf United Productions of America. Toen in 1967 Warner Brothers haar animatieafdeling opdoekte kocht Jones de bedrijfshal en richtte zijn eigen bedrijfje ""Sib Tower 12 Productions"" op. Met deze firma heeft hij in opdracht van MGM tientallen Tom en Jerry-tekenfilmpjes geregisseerd. Ook later in zijn carrière bleef Jones een alom gerespecteerd en gewaardeerd expert op vlak van animatie. Hij kreeg een ere-Oscar in 1996 voor zijn bijdrage aan en succes in de ontwikkeling van de animatie. Hij overleed aan hartproblemen op 22 februari 2002.","Charles Martin \""Chuck\"" Jones (Spokane (Washington)), 21 september 1912 – (Californië), 22 februari 2002) is beroemd als tekenfilmregisseur voor de Looney Tunes tekenfilms. Veel van zijn animatiekortfilms rond Bugs Bunny, Daffy Duck en Porky Pig zijn klassiek geworden. Maar ook de filmpjes die hij rond zijn eigen personages draaide, zoals Wile E. Coyote, , Pepe Le Pew, Marvin the Martian en Road Runner zijn nog steeds populair. Hij overleed aan hartproblemen op 22 februari 2002.","Charles Martin ""Chuck"" Jones was beroemd als tekenfilmregisseur voor de Looney Tunesestekenfilms. hij maakte meer dan 300 tekenfilms, en won 3 Oscars voor zijn werk als regisseur voor de Looney Tunes- en Merrie Melodies-tekenfilms. hij werd in 196"
Decanaat,"Een decanaat, dekenaat of, in Vlaanderen, dekenij is een bestuurlijke en territoriale eenheid binnen zowel de Rooms-katholieke Kerk als de Anglicaanse Kerk. Het is de bestuurslaag tussen het bisdom en de parochies. Een dekenaat bestaat uit een aantal parochies, en binnen een bisdom zijn er een aantal dekenaten. De geestelijke die aan het hoofd hiervan staat, is in de hiërarchie van de Rooms-katholieke Kerk een (land) deken of deken der christenheid. Een vergelijkbare onderverdeling wordt in andere kerkgenootschappen ook wel proosdij genoemd. Het doel van een decanaat ligt voornamelijk in de bundeling van activiteiten ten behoeve van de pastorale zorg. De deken is altijd een priester van het bisdom en wordt benoemd door de bisschop, doorgaans onder de pastoors. De woning van een deken is een dekenij. Doorgaans, maar niet altijd, is die wat ruimer dan een pastorij; soms is het ook een historisch pand, zoals de dekenij van Lier, voormalige verblijfplaats van de Deense koning. Terwijl de grote katholieke bisdommen worden ingedeeld in dekenijen als tussenniveau naar de vaak talrijke parochies, zijn deans (dekens) in de kleinere Anglicaanse diocesen eerder bisschoppelijke adjuncten, te vergelijken met een (territoriale) vicaris-generaal.","Een decanaat, dekenaat of, enkel in Vlaanderen, dekenij is een bestuurlijke en territoriale eenheid binnen zowel de Rooms-Katholieke Kerk als de oosters-orthodoxe kerken en de Anglicaanse Gemeenschap. Het is de bestuurslaag tussen het bisdom en de parochies. Een dekenaat bestaat uit een aantal parochies, en binnen een bisdom zijn er een aantal dekenaten. De geestelijke die aan het hoofd hiervan staat, is in de hiërarchie van de Rooms-Katholieke Kerk een (land)deken of deken der christenheid.","een decanaat, dekenaat of, in Vlaanderen, dekenij is een bestuurlijke en territoriale eenheid binnen zowel de Rooms-katholieke Kerk als de Anglicaanse Kerk. een decanaat bestaat uit een aantal parochies,"
Helene_Wuts,"Helene Wuts ( 1975) is een Nederlandse schaakster. Ze is een FIDE meester.  In een snelschaaktoernooi in Overschie in 2003 wist ze van Bruno Carlier, die het toernooi op zijn naam zette, te winnen. Ze speelde ook mee in het ""Hogeschool Zeeland toernooi"" te Vlissingen in 2001, hier was Jeroen Piket de winnaar. Helene speelde ook een paar keer mee om het kampioenschap van Nederland. In 2002 speelde ze in de ""Frauen Bundesliga"" en in het ""Wetterskip Fryslân toernooi"" te Leeuwarden. In de schaakdatabank Simbase staan 146 partijen (peildatum maart 2004) die door Helene gespeeld zijn: zij won 55 partijen, ze verloor 42 partijen en ze speelde 49 keer remise. Haar winstpercentage is 54Partijen gespeeld in de schaakopening Siciliaans en in de Franse opening komen in haar bestand het meeste voor.",Helène Wuts (30 augustus 1974) is een Nederlandse schaakster met FIDE-rating 2113 in 2017. Ze is een FIDE-meester bij de vrouwen (WFM).,"Helene Wuts is een Nederlandse schaakster. ze speelde ook mee in het ""Hogeschool Zeeland toernooi"" te Vlissingen in 2001, hier was Jeroen Piket de winnaar."
Kleurmeting,"Een  kan gedaan worden, wanneer er aan drie voorwaarden is voldaan:Dit kan met de volgende vergelijking worden weergegeven:Een deel van het oog is het netvlies. Het netvlies bevat staafjes, voor het waarnemen van licht en donker, en drie soorten kegeltjes, voor het waarnemen van respectievelijk rood, groen en blauw. De gevoeligheid van de verschillende kegeltjes is afhankelijk van de golflengte en zelfs van de hoek waarin het object waargenomen wordt. Er bestaan verschillende modellen om kleuren te rangschikken, bijvoorbeeld het Natural Color System (NCS), het Munsell systeem, het Pantone systeem, RGB, CMYK, en het CIELAB-System.","Een kleurmeting kan gedaan worden, wanneer er aan drie voorwaarden is voldaan: \n* een lichtbron, die een voorwerp belicht \n* een voorwerp, dat het opvallende licht reflecteert \n* een waarnemer, die het reflecterende licht waarneemt, zoals het oog met de hersenen. Dit kan met de volgende vergelijking worden weergegeven: kleur = licht × voorwerp × oog Een deel van het oog is het netvlies. Het netvlies bevat staafjes, voor het waarnemen van licht en donker, en drie soorten kegeltjes, voor het waarnemen van respectievelijk rood, groen en blauw.","het netvlies bevat staafjes, voor het waarnemen van licht en donker, en drie soorten kegeltjes, voor het waarnemen of respectievelijk rood, groen en blauw."
